,Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Dominant_Spread,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Relative_Prevalence_of_Top_Pitches,Relative_Prevalence_of_Top_Pitch_Classes,Interval_Between_Most_Prevalent_Pitches,Interval_Between_Most_Prevalent_Pitch_Classes,Pitch_Variability,Pitch_Class_Variability,Pitch_Class_Variability_After_Folding,Pitch_Skewness,Pitch_Class_Skewness,Pitch_Class_Skewness_After_Folding,Pitch_Kurtosis,Pitch_Class_Kurtosis,Pitch_Class_Kurtosis_After_Folding,Major_or_Minor,First_Pitch,First_Pitch_Class,Last_Pitch,Last_Pitch_Class,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Number_of_Common_Melodic_Intervals,Distance_Between_Most_Prevalent_Melodic_Intervals,Prevalence_of_Most_Common_Melodic_Interval,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Melodic_Thirds,Melodic_Perfect_Fourths,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Melodic_Embellishments,Direction_of_Melodic_Motion,Average_Length_of_Melodic_Arcs,Average_Interval_Spanned_by_Melodic_Arcs,Melodic_Pitch_Variety,Simple_Initial_Meter,Compound_Initial_Meter,Complex_Initial_Meter,Duple_Initial_Meter,Triple_Initial_Meter,Quadruple_Initial_Meter,Metrical_Diversity,Total_Number_of_Notes,Note_Density_per_Quarter_Note,Note_Density_per_Quarter_Note_per_Voice,Note_Density_per_Quarter_Note_Variability,Range_of_Rhythmic_Values,Number_of_Different_Rhythmic_Values_Present,Number_of_Common_Rhythmic_Values_Present,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Shortest_Rhythmic_Value,Longest_Rhythmic_Value,Mean_Rhythmic_Value,Most_Common_Rhythmic_Value,Prevalence_of_Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Difference_Between_Most_Common_Rhythmic_Values,Rhythmic_Value_Variability,Rhythmic_Value_Skewness,Rhythmic_Value_Kurtosis,Mean_Rhythmic_Value_Run_Length,Median_Rhythmic_Value_Run_Length,Variability_in_Rhythmic_Value_Run_Lengths,Mean_Rhythmic_Value_Offset,Median_Rhythmic_Value_Offset,Variability_of_Rhythmic_Value_Offsets,Complete_Rests_Fraction,Partial_Rests_Fraction,Average_Rest_Fraction_Across_Voices,Longest_Complete_Rest,Longest_Partial_Rest,Mean_Complete_Rest_Duration,Mean_Partial_Rest_Duration,Median_Complete_Rest_Duration,Median_Partial_Rest_Duration,Variability_of_Complete_Rest_Durations,Variability_of_Partial_Rest_Durations,Variability_Across_Voices_of_Combined_Rests,Number_of_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Moderate_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Relatively_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Harmonicity_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Strength_of_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_of_Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Rhythmic_Variability_-_Tempo_Standardized,Rhythmic_Looseness_-_Tempo_Standardized,Polyrhythms_-_Tempo_Standardized,Initial_Tempo,Mean_Tempo,Tempo_Variability,Duration_in_Seconds,Note_Density,Note_Density_Variability,Average_Time_Between_Attacks,Average_Time_Between_Attacks_for_Each_Voice,Variability_of_Time_Between_Attacks,Average_Variability_of_Time_Between_Attacks_for_Each_Voice,Minimum_Note_Duration,Maximum_Note_Duration,Average_Note_Duration,Variability_of_Note_Durations,Amount_of_Staccato,Number_of_Strong_Rhythmic_Pulses,Number_of_Moderate_Rhythmic_Pulses,Number_of_Relatively_Strong_Rhythmic_Pulses,Strongest_Rhythmic_Pulse,Second_Strongest_Rhythmic_Pulse,Harmonicity_of_Two_Strongest_Rhythmic_Pulses,Strength_of_Strongest_Rhythmic_Pulse,Strength_of_Second_Strongest_Rhythmic_Pulse,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses,Rhythmic_Variability,Rhythmic_Looseness,Polyrhythms
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_94.mid",14.0, 8.0, 3.0, 2.0, 50.0, 0.12, 0.0, 0.88, 3.0, 3.0, 83.0, 5.94, 90.0, 6.0, 0.24, 0.28, 0.75, 0.8571, 1.0, 1.0, 13.28, 2.66, 2.341, -1.143, -0.06766, -0.9995, 8.624, 5.901, 5.534, 0.0, 51.0, 3.0, 85.0, 1.0, 0.0, 5.429, 4.0, 1.0, 0.2245, 1.0, 0.4082, 0.2245, 0.2245, 0.4286, 0.04082, 0.04082, 0.0, 0.1429, 0.04082, 0.0, 0.0, 0.08163, 1.0, 0.0, 0.5526, 1.727, 11.73, 3.935, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 0.6849, 0.6849, 0.4406, 8.0, 8.0, 1.0, 0.12, 0.26, 0.7, 0.2, 0.02, 0.22, 0.25, 6.0, 1.45, 1.0, 0.4, 0.35, 2.0, 1.276, 1.058, 9.083, 1.429, 1.0, 0.8501, 0.04, 0.0, 0.137, 0.02055, 0.02055, 0.02055, 1.0, 1.0, 0.5, 0.5, 0.25, 0.25, 0.433, 0.433, 0.0, 5.0, 9.0, 5.0, 120.0, 60.0, 2.0, 0.2447, 0.1809, 1.353, 0.4255, 0.03245, 0.0, 0.6, 179.0, 179.0, 3.689E-11, 24.47, 2.043, 0.4247, 0.4795, 0.4795, 0.4316, 0.4316, 0.0838, 2.179, 0.4793, 0.43, 0.12, 5.0, 12.0, 8.0, 178.0, 45.0, 3.956, 0.1631, 0.1418, 1.15, 0.305, 0.02606, 0.0, 0.25
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_95.mid",13.0, 8.0, 6.0, 3.0, 43.0, 0.16, 0.0, 0.84, 3.0, 3.0, 79.0, 5.82, 51.0, 6.0, 0.16, 0.24, 0.75, 0.8333, 27.0, 3.0, 13.48, 2.797, 2.172, -0.61, -0.1931, -0.9115, 6.995, 5.62, 6.091, 0.0, 82.0, 10.0, 51.0, 3.0, 1.0, 6.755, 5.0, 1.0, 0.2041, 0.9, 0.3878, 0.1837, 0.2041, 0.3469, 0.08163, 0.1429, 0.0, 0.1224, 0.02041, 0.0, 0.0, 0.102, 1.0, 0.0, 0.55, 1.818, 13.09, 4.265, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 0.6557, 0.6557, 0.4666, 7.0, 7.0, 2.0, 0.16, 0.24, 0.64, 0.22, 0.0, 0.18, 0.25, 4.0, 1.46, 1.0, 0.42, 0.381, 3.0, 1.216, 1.135, 6.676, 1.471, 1.0, 0.9609, 0.03, 0.0, 0.1199, 0.0623, 0.0623, 0.0623, 1.5, 1.5, 0.7917, 0.7917, 1.0, 1.0, 0.6208, 0.6208, 0.0, 5.0, 9.0, 5.0, 120.0, 48.0, 2.5, 0.2386, 0.1705, 1.4, 0.4091, 0.03184, 0.0, 0.6, 179.0, 179.0, 3.775E-11, 25.56, 1.956, 0.9869, 0.5171, 0.5171, 0.3927, 0.3927, 0.0838, 1.341, 0.4793, 0.3963, 0.16, 6.0, 12.0, 8.0, 178.0, 45.0, 3.956, 0.1603, 0.1527, 1.05, 0.313, 0.02589, 0.0, 0.25
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_96.mid",6.0, 4.0, 4.0, 3.0, 14.0, 0.0, 0.24, 0.76, 3.0, 2.0, 75.0, 6.86, 76.0, 4.0, 0.46, 0.46, 0.3478, 0.4783, 5.0, 5.0, 3.841, 2.893, 1.176, -0.01562, -0.1452, -0.9693, 5.759, 4.744, 7.064, 0.0, 76.0, 4.0, 76.0, 4.0, 0.0, 1.837, 4.0, 2.0, 0.551, 0.2963, 0.7143, 0.551, 0.0, 0.1633, 0.06122, 0.1224, 0.0, 0.102, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6818, 3.143, 11.86, 4.409, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.539, 1.539, 0.832, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 50.0, 50.0, 0.0, 0.01042, 0.01042, 5.257E-18, 0.2466, 0.2466, 0.2466, 4.0, 4.0, 0.5097, 0.5097, 0.2604, 0.2604, 0.9656, 0.9656, 0.0, 5.0, 10.0, 10.0, 60.0, 80.0, 1.333, 0.135, 0.135, 1.0, 0.27, 0.02559, 0.0, 0.2, 125.0, 125.0, 0.0, 15.6, 3.206, 1.851, 0.2693, 0.2693, 0.05477, 0.05477, 0.235, 0.235, 0.235, 1.402E-16, 0.0, 5.0, 10.0, 10.0, 63.0, 83.0, 1.317, 0.135, 0.135, 1.0, 0.27, 0.02559, 0.0, 0.2
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_97.mid",6.0, 4.0, 4.0, 3.0, 14.0, 0.0, 0.18, 0.82, 3.0, 2.0, 76.0, 6.98, 76.0, 4.0, 0.42, 0.42, 0.381, 0.5238, 3.0, 5.0, 3.863, 2.832, 1.282, 0.6367, -0.02119, -1.17, 5.944, 4.789, 6.313, 0.0, 76.0, 4.0, 81.0, 9.0, 0.0, 1.735, 3.0, 2.0, 0.551, 0.3333, 0.7347, 0.551, 0.0, 0.1837, 0.08163, 0.08163, 0.0, 0.102, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7273, 3.667, 12.17, 4.465, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.562, 1.562, 0.4215, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 50.0, 50.0, 0.0, 0.01042, 0.01042, 5.257E-18, 0.235, 0.235, 0.235, 3.51, 3.51, 0.4771, 0.4771, 0.2604, 0.2604, 0.8391, 0.8391, 0.0, 5.0, 10.0, 10.0, 80.0, 119.0, 1.488, 0.1398, 0.1398, 1.0, 0.2796, 0.02556, 0.0, 0.3, 125.0, 125.0, 0.0, 15.36, 3.255, 1.843, 0.3036, 0.3036, 0.2412, 0.2412, 0.235, 0.235, 0.235, 1.402E-16, 0.0, 5.0, 10.0, 10.0, 83.0, 124.0, 1.494, 0.1398, 0.1398, 1.0, 0.2796, 0.02556, 0.0, 0.2
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_98.mid",10.0, 6.0, 6.0, 2.0, 38.0, 0.04, 0.52, 0.44, 3.0, 3.0, 70.0, 5.54, 65.0, 5.0, 0.2, 0.32, 0.9, 1.0, 2.0, 2.0, 8.328, 2.409, 4.469, -0.5115, 0.6724, 1.141, 9.336, 6.414, 4.928, 0.0, 74.0, 2.0, 67.0, 7.0, 4.0, 5.98, 4.0, 1.0, 0.2041, 0.9, 0.6531, 0.1633, 0.06122, 0.08163, 0.3265, 0.1837, 0.0, 0.06122, 0.0, 0.0, 0.04082, 0.1429, 0.6, 0.0, 0.5854, 1.708, 11.21, 5.8, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 0.9528, 0.9528, 0.4028, 9.0, 5.0, 2.0, 0.54, 0.78, 0.36, 0.22, 0.04, 0.06, 0.25, 8.0, 0.995, 0.25, 0.54, 0.4444, 1.0, 1.655, 1.351, 18.2, 2.273, 2.0, 1.609, 0.1027, 0.01042, 0.1835, 0.03791, 0.03791, 0.03791, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.5104, 0.0, 0.0, 0.0, 4.0, 7.0, 4.0, 119.0, 158.0, 1.328, 0.2632, 0.2632, 1.0, 0.5263, 0.03506, 0.0, 0.25, 146.0, 146.0, 9.409E-12, 21.57, 2.318, 0.8072, 0.4318, 0.4318, 0.6765, 0.6765, 0.09846, 3.078, 0.415, 0.6569, 0.5, 5.0, 9.0, 5.0, 42.0, 45.0, 1.071, 0.2258, 0.1613, 1.4, 0.3871, 0.03031, 0.0, 0.4
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_99.mid",13.0, 9.0, 5.0, 1.0, 39.0, 0.02, 0.52, 0.46, 4.0, 3.0, 71.0, 5.88, 64.0, 7.0, 0.16, 0.2, 0.875, 0.8, 2.0, 3.0, 7.911, 2.446, 3.542, 0.8191, -0.1471, 0.5759, 7.835, 5.858, 5.621, 0.0, 65.0, 5.0, 75.0, 3.0, 0.0, 3.551, 4.0, 1.0, 0.2653, 0.6923, 0.551, 0.2653, 0.1837, 0.2857, 0.2245, 0.08163, 0.0, 0.02041, 0.04082, 0.0, 0.02041, 0.06122, 0.5714, 0.0, 0.5278, 1.714, 8.0, 3.121, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 0.5181, 0.5181, 0.512, 10.0, 8.0, 3.0, 0.22, 0.5, 0.64, 0.2, 0.06, 0.12, 0.25, 12.0, 1.625, 0.5, 0.28, 1.0, 2.0, 2.794, 0.6712, 16.41, 2.381, 1.0, 1.857, 0.3215, 0.01042, 0.9565, 0.005289, 0.005289, 0.005289, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 9.0, 5.0, 119.0, 40.0, 2.975, 0.2593, 0.1574, 1.647, 0.4167, 0.03078, 0.0, 0.2, 146.0, 146.0, 2.479E-11, 39.66, 1.261, 1.182, 0.7757, 0.7757, 1.551, 1.551, 0.09846, 6.571, 0.789, 1.538, 0.2, 6.0, 11.0, 6.0, 145.0, 49.0, 2.959, 0.2137, 0.1298, 1.647, 0.3435, 0.02725, 0.0, 0.1667
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_100.mid",17.0, 9.0, 4.0, 3.0, 25.0, 0.0, 0.42, 0.58, 1.0, 4.0, 75.0, 6.4, 71.0, 11.0, 0.14, 0.26, 1.0, 0.7692, 2.0, 10.0, 6.331, 4.366, 2.603, 1.08, -1.787, -0.3227, 5.241, 4.758, 5.813, 0.0, 69.0, 9.0, 73.0, 1.0, 1.0, 3.469, 3.0, 1.0, 0.3265, 0.8125, 0.3061, 0.0, 0.3265, 0.5918, 0.1837, 0.02041, 0.0, 0.06122, 0.06122, 0.04082, 0.02041, 0.02041, 0.8, 0.0, 0.4286, 1.75, 5.714, 5.276, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.036, 1.036, 0.5175, 5.0, 5.0, 2.0, 0.06, 0.58, 0.94, 0.26, 0.0, 0.14, 0.25, 2.0, 0.92, 0.5, 0.52, 0.5, 4.0, 0.6594, 1.911, 5.524, 1.786, 1.0, 1.228, 0.08208, 0.01042, 0.1037, 0.1075, 0.1075, 0.1075, 0.25, 0.25, 0.2235, 0.2235, 0.25, 0.25, 0.03973, 0.03973, 0.0, 5.0, 5.0, 5.0, 60.0, 120.0, 2.0, 0.2389, 0.2389, 1.0, 0.4779, 0.03555, 0.0, 0.4, 96.0, 96.0, 0.0, 30.16, 1.658, 0.8281, 0.609, 0.609, 0.4032, 0.4032, 0.1563, 1.094, 0.5383, 0.3459, 0.0, 4.0, 4.0, 4.0, 191.0, 48.0, 3.979, 0.2828, 0.2727, 1.037, 0.5556, 0.03969, 0.0, 0.25
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_101.mid",19.0, 11.0, 4.0, 0.0, 32.0, 0.02, 0.52, 0.46, 4.0, 3.0, 73.0, 6.22, 68.0, 1.0, 0.12, 0.18, 1.0, 1.0, 1.0, 8.0, 7.37, 3.971, 2.842, 0.4803, -1.345, -0.6545, 5.906, 4.967, 5.913, 0.0, 65.0, 5.0, 69.0, 9.0, 2.0, 3.633, 3.0, 1.0, 0.3265, 0.875, 0.2245, 0.0, 0.2857, 0.6122, 0.1633, 0.06122, 0.0, 0.04082, 0.04082, 0.02041, 0.0, 0.06122, 0.3333, 0.0, 0.4286, 1.69, 5.621, 4.862, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.227, 1.227, 0.6046, 5.0, 5.0, 1.0, 0.14, 0.7, 0.86, 0.14, 0.0, 0.14, 0.25, 2.0, 0.72, 0.5, 0.56, 0.25, 1.0, 0.5431, 1.215, 8.283, 1.613, 1.0, 0.9892, 0.0525, 0.01042, 0.08468, 0.1521, 0.1521, 0.1521, 0.75, 0.75, 0.2689, 0.2689, 0.25, 0.25, 0.1605, 0.1605, 0.0, 5.0, 5.0, 5.0, 120.0, 40.0, 3.0, 0.2391, 0.2101, 1.138, 0.4493, 0.03512, 0.0, 0.6, 96.0, 96.0, 0.0, 25.46, 1.964, 0.9668, 0.5069, 0.5069, 0.3296, 0.3296, 0.1563, 1.094, 0.4318, 0.2905, 0.0, 4.0, 4.0, 4.0, 96.0, 191.0, 1.99, 0.2797, 0.2712, 1.031, 0.5508, 0.03932, 0.0, 0.75
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_102.mid",14.0, 8.0, 5.0, 1.0, 38.0, 0.08, 0.02, 0.9, 4.0, 3.0, 76.0, 5.88, 76.0, 4.0, 0.2, 0.26, 0.9, 0.7692, 2.0, 2.0, 8.794, 3.153, 2.041, -0.3684, -0.1142, -0.4116, 10.31, 5.778, 6.103, 0.0, 79.0, 7.0, 78.0, 6.0, 2.0, 7.327, 2.0, 1.0, 0.5102, 0.36, 0.08163, 0.0, 0.1837, 0.6939, 0.04082, 0.0, 0.0, 0.04082, 0.02041, 0.0, 0.0, 0.2041, 1.0, 0.0, 0.3878, 1.4, 10.23, 3.452, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 3.352, 3.352, 1.111, 1.0, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.125, 0.25, 0.14, 0.125, 0.88, 1.0, 0.0, 0.04103, 1.097, 10.36, 4.167, 2.0, 7.017, 0.02854, 0.04167, 0.01572, 0.4644, 0.4644, 0.4644, 1.135, 1.135, 0.3646, 0.3646, 0.3333, 0.3333, 0.2247, 0.2247, 0.0, 0.0, 20.0, 12.0, 120.0, 60.0, 2.0, 0.08995, 0.0873, 1.03, 0.1772, 0.01784, 0.0, 0.3333, 100.0, 100.0, 0.0, 8.95, 5.587, 1.677, 0.1794, 0.1794, 0.1195, 0.1195, 0.0625, 0.15, 0.09588, 0.02317, 0.3, 1.0, 17.0, 9.0, 200.0, 100.0, 2.0, 0.1009, 0.09798, 1.029, 0.1988, 0.0195, 0.0, 0.3333
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_103.mid",22.0, 9.0, 3.0, 1.0, 48.0, 0.18, 0.12, 0.7, 4.0, 2.0, 72.0, 5.94, 81.0, 9.0, 0.16, 0.2, 0.75, 0.8, 2.0, 2.0, 13.48, 3.577, 2.379, -1.358, -0.8891, 0.227, 7.003, 5.354, 7.647, 0.0, 79.0, 7.0, 78.0, 6.0, 2.0, 13.37, 3.0, 1.0, 0.3673, 0.3889, 0.1224, 0.0, 0.1429, 0.5102, 0.06122, 0.0, 0.0, 0.06122, 0.0, 0.0, 0.0, 0.3673, 0.5, 0.0, 0.3061, 1.633, 21.8, 6.318, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 2.778, 2.778, 0.07174, 3.0, 4.0, 1.0, 0.94, 0.98, 0.06, 0.0, 0.0, 0.02, 0.125, 0.75, 0.17, 0.125, 0.8, 1.0, 0.0, 0.1178, 1.146, 19.64, 2.5, 2.0, 1.987, 0.03938, 0.04167, 0.01648, 0.4242, 0.4242, 0.4242, 0.3333, 0.3333, 0.2934, 0.2934, 0.3333, 0.3333, 0.06444, 0.06444, 0.0, 5.0, 10.0, 10.0, 60.0, 120.0, 2.0, 0.1285, 0.1223, 1.051, 0.2508, 0.0246, 0.0, 0.2, 100.0, 100.0, 0.0, 10.8, 4.63, 2.731, 0.2161, 0.2161, 0.09217, 0.09217, 0.1, 0.4437, 0.1244, 0.06426, 0.0, 5.0, 9.0, 9.0, 50.0, 200.0, 4.0, 0.1362, 0.1329, 1.025, 0.2691, 0.02602, 0.0, 0.3333
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_104.mid",8.0, 5.0, 5.0, 3.0, 26.0, 0.08, 0.68, 0.24, 4.0, 3.0, 68.0, 5.08, 70.0, 10.0, 0.28, 0.28, 0.7143, 0.8571, 3.0, 9.0, 6.279, 4.009, 2.836, -0.86, 1.556, -0.2962, 10.05, 4.594, 9.672, 0.0, 63.0, 3.0, 73.0, 1.0, 2.0, 5.837, 5.0, 5.0, 0.3878, 0.4737, 0.2857, 0.02041, 0.102, 0.4898, 0.04082, 0.1224, 0.0, 0.1837, 0.0, 0.0, 0.04082, 0.102, 0.0, 0.0, 0.4583, 1.333, 7.278, 5.548, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 0.8696, 0.8696, 0.3825, 8.0, 4.0, 3.0, 0.0, 0.36, 0.98, 0.02, 0.02, 0.16, 0.5, 8.0, 1.04, 1.0, 0.46, 0.7826, 2.0, 1.063, 0.1128, 45.54, 1.515, 1.0, 0.755, 0.01, 0.0, 0.07071, 0.08696, 0.08696, 0.08696, 4.0, 4.0, 2.5, 2.5, 4.0, 4.0, 2.121, 2.121, 0.0, 5.0, 5.0, 5.0, 80.0, 60.0, 1.333, 0.2414, 0.2155, 1.12, 0.4569, 0.03523, 0.0, 0.4, 148.0, 148.0, 3.874E-11, 23.31, 2.145, 0.3136, 0.4664, 0.4664, 0.5054, 0.5054, 0.2027, 3.446, 0.4257, 0.4583, 0.0, 6.0, 6.0, 6.0, 99.0, 43.0, 2.302, 0.1986, 0.1773, 1.12, 0.3759, 0.032, 0.0, 0.1667
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_105.mid",17.0, 10.0, 4.0, 0.0, 31.0, 0.1, 0.44, 0.46, 7.0, 3.0, 69.0, 5.44, 75.0, 3.0, 0.14, 0.16, 0.7143, 0.875, 5.0, 1.0, 8.55, 3.637, 2.914, -0.9544, 0.3629, -0.6178, 7.624, 5.114, 6.191, 0.0, 72.0, 0.0, 70.0, 10.0, 1.0, 9.469, 2.0, 1.0, 0.2245, 0.8182, 0.2449, 0.02041, 0.2245, 0.4082, 0.06122, 0.04082, 0.02041, 0.08163, 0.04082, 0.0, 0.02041, 0.3061, 2.0, 0.0, 0.5, 1.6, 15.37, 5.586, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 0.8549, 0.8549, 0.3494, 9.0, 7.0, 3.0, 0.16, 0.44, 0.74, 0.1, 0.04, 0.2, 0.25, 8.0, 1.16, 1.0, 0.34, 0.8235, 2.0, 1.387, 0.3462, 20.54, 1.852, 1.0, 1.512, 0.05, 0.0, 0.1515, 0.01692, 0.01692, 0.01692, 0.5, 0.5, 0.4948, 0.4948, 0.5, 0.5, 0.007366, 0.007366, 0.0, 5.0, 8.0, 5.0, 120.0, 60.0, 2.0, 0.2328, 0.181, 1.286, 0.4138, 0.03103, 0.0, 0.6, 148.0, 148.0, 3.888E-11, 23.71, 2.109, 0.6275, 0.4787, 0.4787, 0.5933, 0.5933, 0.1014, 3.446, 0.4662, 0.5838, 0.0, 6.0, 9.0, 6.0, 148.0, 74.0, 2.0, 0.2015, 0.1567, 1.286, 0.3582, 0.0287, 0.0, 0.3333
"D:\AlphaProject\_PythonML\pythonProject\melodies\title_halved\title_halved_106.mid",18.0, 10.0, 3.0, 0.0, 26.0, 0.0, 0.06, 0.94, 3.0, 3.0, 83.0, 3.82, 86.0, 2.0, 0.12, 0.18, 1.0, 1.0, 2.0, 2.0, 6.613, 3.042, 3.629, -0.9164, -0.1775, 0.9754, 5.688, 5.939, 5.728, 0.0, 72.0, 0.0, 88.0, 4.0, 1.0, 2.939, 4.0, 1.0, 0.3265, 0.5, 0.4082, 0.1224, 0.3265, 0.4898, 0.1837, 0.06122, 0.0, 0.04082, 0.04082, 0.04082, 0.0, 0.02041, 1.25, 0.0, 0.4884, 2.048, 6.619, 4.393, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.22, 1.22, 0.6519, 3.0, 3.0, 3.0, 0.2, 0.82, 0.8, 0.0, 0.0, 0.0, 0.25, 1.0, 0.54, 0.5, 0.62, 0.3226, 1.0, 0.2388, 0.5024, 6.552, 3.125, 2.0, 2.729, 0.005, 0.0, 0.01999, 0.3354, 0.3354, 0.3354, 3.5, 3.5, 0.8594, 0.8594, 0.5, 0.5, 0.9087, 0.9087, 0.0, 5.0, 13.0, 5.0, 120.0, 80.0, 1.5, 0.1959, 0.1757, 1.115, 0.3716, 0.02888, 0.0, 0.6, 152.0, 152.0, 1.336E-11, 16.18, 3.089, 1.926, 0.2907, 0.2907, 0.2011, 0.2011, 0.09868, 0.3947, 0.2151, 0.09214, 0.14, 6.0, 14.0, 6.0, 151.0, 101.0, 1.495, 0.1657, 0.1486, 1.115, 0.3143, 0.02634, 0.0, 0.1667
